InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
MSB,Fish specimens,MSB:Fish:58628,7,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2734283,-109.4468352,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.2 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.04 meters-.18 meters,2003,05,17,"Collector(s): W. H. Brandenburg, Conner C. McBride",not recorded,,PreservedSpecimen,"MSB San Juan River Razorback Sucker 2003 Survey; verbatim collectors: W. Howard Brandenburg, Conner C. McBride",2019-05-27 03:17:59.0
MSB,Fish specimens,MSB:Fish:95243,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.28937924,-110.3940873,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.2 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.4 meters,2013,06,13,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:31:30.0
MSB,Fish specimens,MSB:Fish:98153,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.294978,-110.338781,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.7 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.37 meters,2014,07,17,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek",2019-05-27 07:40:31.0
MSB,Fish specimens,MSB:Fish:54120,14,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2794989,-109.5017296,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.2 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.06 meters-.47 meters,2002,06,13,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"MSB San Juan River 2002 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington",2019-05-27 03:17:48.0
MSB,Fish specimens,MSB:Fish:94777,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.7877618,-108.7008852,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 0.4 miles downstream from Shiprock Bridge or where US HWY 64 crosses the river.",,.02 meters-.26 meters,2013,06,09,"Collector(s): Michael A. Farrington, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Judith M. Barkstedt",2019-05-27 05:58:55.0
MSB,Fish specimens,MSB:Fish:95473,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.27119459,-109.559782,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.0 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.48 meters,2013,07,19,"Collector(s): W. H. Brandenburg, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Judith M. Barkstedt",2019-05-27 07:23:33.0
MSB,Fish specimens,MSB:Fish:60305,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,36.8919457,-108.9045687,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 9.2 miles upstream of the Mancos River confluence.",,.18 meters-.76 meters,2005,07,14,"Collector(s): Tamara L. Max, Conner C. McBride",not recorded,,PreservedSpecimen,"MSB San Juan River 2005 Colorado Pikeminnow Survey; verbatim collectors: Tamara L. Max, Conner C. McBride",2019-05-27 03:21:30.0
MSB,Fish specimens,MSB:Fish:58994,3,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1672824,-109.8870913,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 4.7 miles downstream of Mexican Hat raft pull out area.",,.1 meters,2003,05,19,"Collector(s): Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",not recorded,,PreservedSpecimen,"MSB San Juan River Razorback Sucker 2003 Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",2019-05-27 03:05:36.0
MSB,Fish specimens,MSB:Fish:81466,17,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.14475172,-109.1160318,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.0 miles upstream of Aneth.",,.02 meters-.49 meters,2010,05,19,"Collector(s): Michael A. Farrington, Lee E. Renfro, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: Michael A. Farrington, Lee E. Renfro, Jennifer L. Hester",2019-05-27 05:53:49.0
MSB,Fish specimens,MSB:Fish:87996,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.98944955,-108.9798632,,North American Datum 1927,United States,Colorado,Montezuma County,,,"San Juan River, 0.4 mile downstream of the Mancos River confluence.",,.01 meters-.32 meters,2012,06,12,"Collector(s): Michael A. Farrington, Stephen A. Zipper",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: Michael A. Farrington, Stephen A. Zipper",2019-05-27 05:59:00.0
MSB,Fish specimens,MSB:Fish:61456,111,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3046225,-110.3103114,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.2 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.43 meters,2006,05,30,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-R6; Storage: 70% EtOH, 81-R6; 1321; Photograph number: 1321; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 05:42:48.0
MSB,Fish specimens,MSB:Fish:81607,30,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.29622486,-110.2586402,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 8.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.02 meters-.09 meters,2010,05,19,"Collector(s): W. H. Brandenburg, Adam Barkalow, Mary A. Brandenburg",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow, Mary A. Brandenburg",2019-05-27 06:03:44.0
MSB,Fish specimens,MSB:Fish:47784,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.22622222,-109.2192778,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 1.2 miles downstream of Aneth.",,.19 meters-.38 meters,2000,05,10,"Collector(s): W. H. Brandenburg, Donald E. Gibson",not recorded,,PreservedSpecimen,"MSB San Juan River 2000 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Donald E. Gibson",2019-05-27 03:17:27.0
MSB,Fish specimens,MSB:Fish:85856,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.240708,-109.620289,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 1.5 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.02 meters-.23 meters,2011,05,16,"Collector(s): Michael A. Farrington, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2011 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Jennifer L. Hester; Monitoring site",2019-05-27 06:00:48.0
MSB,Fish specimens,MSB:Fish:63899,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2603603,-109.3107197,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.1 miles downstream of Aneth.",,.33 meters,2007,07,26,"Collector(s): Conner C. McBride, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-B7; Storage: 70% EtOH, 81-B7; 0176; Photograph number: 0176; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 07:08:22.0
MSB,Fish specimens,MSB:Fish:81507,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.28285248,-109.4717685,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.7 miles upstream of the Sand Island Campground docking area, off UT State HWY 163, at Recapture Creek.",,.03 meters-.17 meters,2010,05,20,"Collector(s): Michael A. Farrington, Lee E. Renfro, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: Michael A. Farrington, Lee E. Renfro, Jennifer L. Hester",2019-05-27 07:58:43.0
MSB,Fish specimens,MSB:Fish:60200,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2414205,-109.6291979,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.0 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.75 meters,2005,06,13,"Collector(s): W. H. Brandenburg, Michael A. Farrington, David L. Propst",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-R6; Storage: 70% EtOH, 81-R6; Photograph No. 0868; Photograph number: Photograph No. 0868; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:05:48.0
MSB,Fish specimens,MSB:Fish:95106,4,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.12838896,-109.1067235,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 8.3 miles downstream of the Four Corners Bridge or where US HWY 160 crosses the river in Colorado.",,.25 meters,2013,05,22,"Collector(s): W. H. Brandenburg, Steven P. Platania",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Steven P. Platania",2019-05-27 07:40:49.0
MSB,Fish specimens,MSB:Fish:63714,13,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1812763,-109.7681995,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.3 miles upstream of Mexican Hat raft pull out area.",,.55 meters,2007,06,16,"Collector(s): Conner C. McBride, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Razorback Sucker Survey; verbatim collectors: Conner C. McBride, Austin L. Fitzgerald",2019-05-27 07:06:57.0
MSB,Fish specimens,MSB:Fish:97464,20,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.188418,-109.79623,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.3 miles upstream of Mexican Hat raft pull out area.",,.4 meters,2014,05,20,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 05:28:53.0
MSB,Fish specimens,MSB:Fish:94871,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.25614115,-109.3047512,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.8 miles downstream from Aneth.",,.26 meters,2013,06,12,"Collector(s): Michael A. Farrington, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Judith M. Barkstedt",2019-05-27 06:04:01.0
MSB,Fish specimens,MSB:Fish:98038,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.17977,-109.812825,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.6 miles upstream of Mexican Hat raft pull out area.",,.55 meters,2014,07,14,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek; No pH",2019-05-27 05:52:08.0
MSB,Fish specimens,MSB:Fish:85869,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.197258,-109.736764,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.6 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.01 meters-.35 meters,2011,05,17,"Collector(s): Michael A. Farrington, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2011 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Jennifer L. Hester",2019-05-27 07:14:41.0
MSB,Fish specimens,MSB:Fish:61258,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.0330114,-109.0500877,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.3 miles downstream of Four Corners bridge or where US HWY 160 crosses the river in Colorado, at Cowboy Wash.",,.26 meters,2006,05,24,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"ASIR San Juan River 2006 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington",2019-05-27 03:08:33.0
MSB,Fish specimens,MSB:Fish:74010,4,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.267646,-110.097596,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 19.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.05 meters-.89 meters,2009,05,20,"Collector(s): Michael A. Farrington, Lee E. Renfro",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-F8; Storage: 95% EtOH, 81-F8; 3674, 3675; Water quality meter is non functional; Photograph number: 3674, 3675; Mesolarvae",2019-05-27 05:53:10.0
MSB,Fish specimens,MSB:Fish:98021,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.196257,-109.736242,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.4 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.66 meters,2014,07,14,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek",2019-05-27 05:46:43.0
MSB,Fish specimens,MSB:Fish:54068,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1862055,-109.1703692,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.6 miles upstream of Aneth.",,.02 meters-.22 meters,2002,06,12,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:24:04.0
MSB,Fish specimens,MSB:Fish:81797,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.14729458,-109.8514597,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.1 miles downstream of Mexican Hat raft pull out area.",,.01 meters-.2 meters,2010,06,19,"Collector(s): Steven P. Platania, Adam Barkalow, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: Steven P. Platania, Adam L. Barkalow, Jennifer L. Hester",2019-05-27 05:40:50.0
MSB,Fish specimens,MSB:Fish:59065,87,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3045684,-110.3103007,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.2 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.13 meters-.43 meters,2003,05,22,"Collector(s): Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",not recorded,,PreservedSpecimen,"MSB San Juan River Razorback Sucker 2003 Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",2019-05-27 02:56:29.0
MSB,Fish specimens,MSB:Fish:97461,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.212327,-109.744607,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.0 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.38 meters,2014,05,20,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 06:06:41.0
MSB,Fish specimens,MSB:Fish:63473,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2990262,-110.3293741,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 4.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263 at Whirlwind Draw.",,.17 meters,2007,05,21,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington; This backwater has an even smaller more tenuous connection to the main channel. We almost just floated past it. Despite the small connection the backwater is quite largely contained by steep sandstone cliffs.",2019-05-27 07:29:22.0
MSB,Fish specimens,MSB:Fish:54127,4,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2729534,-109.548596,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.3 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.03 meters-.15 meters,2002,06,13,"Collector(s): Michael A. Farrington, W. H. Brandenburg",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:20:54.0
MSB,Fish specimens,MSB:Fish:88321,17,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.16656897,-109.9488524,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 19.0 miles downstream of Mexican Hat raft pull out area.",,.01 meters-.41 meters,2012,05,16,"Collector(s): W. H. Brandenburg, Stephen A. Zipper",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: W. Howard Brandenburg, Stephen A. Zipper",2019-05-27 07:39:15.0
MSB,Fish specimens,MSB:Fish:97479,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.294107,-110.129016,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 16.9 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.2 meters,2014,05,21,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 05:28:53.0
MSB,Fish specimens,MSB:Fish:95226,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.24448456,-110.0753333,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 21.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.66 meters,2013,06,12,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:20:53.0
MSB,Fish specimens,MSB:Fish:81574,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.23777617,-110.0670163,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 22.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.02 meters-.56 meters,2010,05,19,"Collector(s): W. H. Brandenburg, Adam Barkalow, Mary A. Brandenburg",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow, Mary A. Brandenburg; Site mapped with ranger GPS",2019-05-27 07:58:44.0
MSB,Fish specimens,MSB:Fish:97866,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.828231,-108.745798,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 4.5 miles downstream from Shiprock bridge or where US HWY 64 crosses the river.",,.19 meters,2014,05,19,"Collector(s): Michael A. Farrington, Tracy A. Diver",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Tracy A. Diver",2019-05-27 05:39:22.0
MSB,Fish specimens,MSB:Fish:53910,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1681351,-109.9458379,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 14.1 miles downstream of Mexican Hat raft pull out area.",,.02 meters-.38 meters,2002,05,31,"Collector(s): Michael A. Farrington, John P. Larson",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:33:45.0
MSB,Fish specimens,MSB:Fish:86486,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.144518,-109.859366,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.6 miles downstream of Mexican Hat raft pull out area.",,.03 meters-.37 meters,2011,07,19,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-P7; Storage: 95% EtOH, 81-P7; 714; Monitoring site; Photograph number: 714; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 07:08:47.0
MSB,Fish specimens,MSB:Fish:95160,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.22309742,-109.6704779,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 4.7 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.18 meters,2013,06,09,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:29:08.0
MSB,Fish specimens,MSB:Fish:81717,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.278943,-108.259644,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 4.3 miles downstream of Aneth.",,.02 meters-1 meter,2010,06,17,"Collector(s): Steven P. Platania, Adam Barkalow, Jennifer Hester, Tracy A. Diver",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: Steven P. Platania, Adam L. Barkalow, Jennifer L. Hester, Tracy A. Diver,",2019-05-27 05:38:07.0
MSB,Fish specimens,MSB:Fish:95211,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.1538413,-109.9326999,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 10.9 miles downstream of Mexican Hat raft pull out area.",,.13 meters,2013,06,11,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:00:13.0
MSB,Fish specimens,MSB:Fish:94741,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.16137653,-109.9256901,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.2 miles downstream of Mexican Hat raft pull out area.",,.02 meters-.13 meters,2013,05,18,"Collector(s): Michael A. Farrington, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Jennifer L. Hester",2019-05-27 05:59:09.0
MSB,Fish specimens,MSB:Fish:94840,17,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.15731463,-109.1261811,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.1 miles upstream from Aneth.",,.5 meters,2013,06,11,"Collector(s): Michael A. Farrington, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Judith M. Barkstedt",2019-05-27 05:36:48.0
MSB,Fish specimens,MSB:Fish:95099,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.04062016,-109.0577042,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.0 miles downstream of the Four Corners Bridge or where US HWY 160 crosses the river in Colorado.",,.25 meters,2013,05,22,"Collector(s): W. H. Brandenburg, Steven P. Platania",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Steven P. Platania",2019-05-27 07:38:21.0
MSB,Fish specimens,MSB:Fish:85973,8,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.299216,-110.331121,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 4.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.07 meters-.45 meters,2011,06,16,"Collector(s): Michael A. Farrington, Scott L. Durst, Olen E. Durst",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-O8; Storage: 95% EtOH, 81-O8; 1251; Photograph number: 1251; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 07:29:01.0
MSB,Fish specimens,MSB:Fish:97405,9,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.189782,-109.80717,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.1 miles upstream of Mexican Hat raft pull out area.",,.4 meters,2014,04,22,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald; We collected fish in each seine haul. This site looks like it could have been inundated before the flows came up.",2019-05-27 07:11:43.0
MSB,Fish specimens,MSB:Fish:60054,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2934898,-110.3056182,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.9 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.15 meters,2005,05,17,"Collector(s): W. H. Brandenburg, Tamara L. Max",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-R6; Storage: 70% EtOH, 81-R6; Photograph No. 0815; River mile corrected by data manager; Photograph number: Photograph No. 0815",2019-05-27 03:05:47.0
